case_num,publication_num,decision_date,court_provided_header,court_provided_keywords,court_provided_class,legal_area,applicant_names,applicant_class,respondent_names,respondent_class
T 3876-18,NJA 2019 s. 223,2019-03-22,En nödvändig förutsättning för att en uppsägning av ett tomträttsavtal ska vara giltig är att fastighetsägaren anmäler uppsägningen till inskrivningsmyndigheten på en inskrivningsdag inom uppsägningstiden. En ytterligare förutsättning är att en sådan anmälan föranleder en anteckning i fastighetsregistret. Huruvida anteckningen förs in i registret före eller efter uppsägningstidens utgång saknar betydelse.,"Uppsägning av tomträttsavtal, Tomträtt, Anteckning i fastighetsregistret",T,"19,6",Garageföreningen Regnet ekonomisk förening,Cs,Stockholms kommun,Om
T 3957-17,NJA 2017 s. 503,2017-06-15,Ett fastighetsbildningsmåls juridiska eller tekniska komplexitet och stora betydelse för en enskild kan utgöra synnerliga skäl för att tillerkänna denne ersättning för ombudskostnader av staten som företrädare för allmänna intressen.,"Rättegångskostnad, Fastighetsbildning, Fastighetsreglering",T,18,J.L.,Pm,Svenska staten,Os
T 4168-17,NJA 2018 s. 341,2018-05-29,Utgångspunkten för talefristen i 7 kap. 4 § ärvdabalken.,"Talefrist, Bouppteckning, Bevisbörda, Beviskrav",T,12,B.K.H,Pw,H.K,Pm
T 4179-18,NJA 2019 s. 445,2019-06-04,"En lokalhyresgäst har på grund av brist i nyttjanderätten, föranledd av ombyggnadsarbeten, ansetts ha rätt till nedsättning av hyran och senare även rätt till förtida uppsägning av hyresavtalet.","Hyra, Nedsättning, Uppsägning",T,19,CRI Filial till Commerz Real Investmentgesellschaft mbH Tyskland,Cf,Intersport Sverige AB,Cs
T 435-17,NJA 2017 s. 1105,2017-12-22,En elektronisk låneförbindelse har undertecknats genom en avancerad elektronisk underskrift. Innehavaren av underskriften har invänt att denna använts obehörigen av någon annan. Det har ansetts att långivaren måste visa att det är den påstådda avancerade elektroniska underskriften som har använts. Om så sker måste innehavaren av underskriften göra antagligt att användandet av underskriften skett obehörigen.,"Bevisbörda, Beviskrav, Elektronisk underskrift av låneavtal, Obehörig anvädning av avancerad elektronisk underskrift",T,6,4Finance AB ,Cs,S.I.,Pw
T 4448-17,NJA 2018 s. 602,2018-07-12,Den s.k. medansvarsperiod som inträder när ett aktiebolags styrelse inte vidtar de åtgärder som sägs i 25 kap. 13-17 §§ aktiebolagslagen avslutas när bolaget försätts i konkurs.,"Personligt betalningsansvar, Medansvarsperiod, Kontrollbalansräkning, Rättegångskostnadsansvar, Aktiebolag i konkurs, Styrelseledamots medansvar",T,"7,10",EBN i Göteborg Aktiebolag ,Cs,A.G.,Pm
T 462-18,NJA 2018 s. 1038,2018-12-18,Den s.k. medansvarsperiod som inträder när ett aktiebolags styrelse inte vidtar de åtgärder som sägs i 25 kap. 13–17 §§ aktie-bolagslagen avslutas inte genom beslut att bevilja bolaget företagsrekonstruktion.,"Styrelseledamots medansvar, Aktiebolag, Företagsrekonstruktion, Kapitalbrist",T,7,Scandinavian Fishmania AB,Cs,J.R.,Pm
T 4684-17,NJA 2018 s. 994,2018-12-14,Inlösenförfarande enligt 22 kap. aktiebolagslagen (2005:551). En god man har en självständig rätt till ersättning från majoritetsaktieägaren när den gode mannen vinner framgång med en talan mot en skiljedom.,"Inlösen av minoritetsaktier, God man, Talan mot skiljedom, Rättegångskostnad",T,18,"S.K,minoritetsaktieägare i VLT AB","Px,Px","Liberala Tidningar i Mellansverige AB,",Cs
T 5031-17,NJA 2018 s. 793,2018-10-11,"Preskriptionstiden för anspråk enligt frihetsberövandelagen börjar löpa successivt, dag för dag, under den tid som frihetsberövandet eller tvångsåtgärden har pågått.","Preskription, Frihetsberövande, Frihetsberövandeersättning",T,23,A.B.,Pm,Justitiekanslern,Os
T 5108-18,NJA 2019 s. 414,2019-05-23,En resenär passerade spärrarna i tunnelbanan utan att ha en giltig biljett. Avsaknaden av biljett har inte ansetts ursäktlig i den mening som avses i 2 § lagen (1977:67) om tilläggsavgift i kollektiv persontrafik.,"Tilläggsavgift, Kollektiv persontrafik, Ursäktlig",T,6,Aktiebolaget Storstockholms Lokaltrafik,Cs,R.V.,Pm
T 5152-17,NJA 2018 s. 805,2018-10-11,"En borgenär erhöll efter utmätning betalning för en preskriberad fordran. Verkställigheten har ansetts inte återuppväcka fordran, eftersom borgenären inte haft grund för befogad tillit till att gäldenären önskat erkänna fordran. Gäldenären har därmed haft rätt att återfå de utbetalda beloppen.","Preskription, Återuppväckande av fordran",T,6,T.M.,Pm,PRA Group Sverige AB,Cs
T 5243-17,NJA 2018 s. 617,2018-07-12,En köpare påstår sig ha lämnat kvar en köpt och betald vara i butiken medan butiken gör gällande att varan har lämnats ut. Frågor rörande bevisbörda och beviskrav.,"Bevisbörda, Konsumentköp, Samtidighetsprincipen, Avlämnande, Betalning",T,"18,6",M.K.,Pm,B.A,Pw
T 5247-18,NJA 2019 s. 607,2019-07-05,Fråga om kränkningsersättning vid bedrägeri.,"Kränkning, Bedrägeri, Skadestånd",T,"23,8","A.E., H.G., K.G., M.H., P.I., S.K., H.L., G.L.","Px,Px,Px,Px,Px,Px,Px",T.K.,Pm
T 5317-17,NJA 2018 s. 866,2018-11-15,Fråga om näringsidkare handlat för ändamål som har samband med den egna näringsverksamheten. Bedömningen ska utgå från en typisk konsuments skyddsintresse och göras på ett objektiverat sätt.,"Konsumentköplagen, Näringsidkare, Näringsverksamhet",T,6,L.S,Pw,E.F.,Pw
T 5342-18,NJA 2019 s. 468,2019-06-05,Återvinning av betalning av skuld (hyresbetalningar) enligt 4 kap. 10 § första stycket konkurslagen har ansetts inte kunna ske från en betalningsmottagare som inte stod i ett direkt skuldförhållande till konkursgäldenären.,"Återvinning i konkurs, Betalning av skuld, Skuldförhållande",T,10,Östermalms Teknisk Bilservice AB:s konkursbo,Cs,"J.H,G.K",
T 620-19,NJA 2019 s. 600,2019-07-03,En målsägande som för talan i samband med åtal för brott får ändra sitt ersättningsyrkande i högre rätt till följd av att åklagaren där justerat åtalet.,"Taleändring, Enskilt anspråk, Kränkningsersättning, Åtalsjustering",T,18,Sekretess ,Pw,A.H. ,Pm
T 85-17,NJA 2018 s. 19,2018-02-14,Uppsägning av återförsäljaravtal. I ett långvarigt återförsäljaravtal utan villkor om uppsägningstid har återförsäljaren vid en uppsägning från leverantören som utgångspunkt rätt till en uppsägningstid om sex månader. Rätt till avgångsvederlag föreligger endast i situationer där det finns ett särskilt starkt skyddsbehov för återförsäljaren.,"Återförsäljaravtal, Uppsägningstid, Avgångsvederlag",T,"23,6",G. Håkanssons Maskinaffär Aktiebolag,Cs,AGCO AB,Cs
B 1000-14,NJA 2015 s. 386,2015-06-12,Reformatio in pejus ? Bestämmande av påföljd för misshandel av normalgraden.,"Reformatio  in  pejus , Brottspåföljd, Misshandel, Samhällstjänst",B,8,åklagaren,Oa,M.R.,Pm
B 1041-14,NJA 2014 s. 990,2014-12-23,Sexuellt utnyttjande av barn. Straffvärde och brottslighetens art.,"Sexuellt utnyttjande av barn, Brottspåföljd, Samhällstjänst",B,"8,18",åklagaren,Oa,M.L.,Px
B 1296-14,NJA 2014 s. 658,2014-09-26,"En sjuttonåring har för narkotikabrott dömts till 30 dagsböter, vilket motsvarade brottets straffvärde. Bestämmelsen i 29 kap. 7 § brottsbalken om s.k. ungdomsreduktion har inte ansetts medföra att straffet ska sättas ned till penningböter.","Unga lagöverträdare, Ungdomsreduktion, Dagsböter, Penningböter",B,8,åklagaren,Oa,C.C.,Pm
B 1299-14,NJA 2016 s. 746,2016-07-14,Otillåten avfallstransport. Tillika fråga om försök till oaktsamhetsbrott.,"Otillåten avfallstransport, Avfall, Export för återvinning, Farligt avfall, Försök till oaktsamhetsbrott",B,8,åklagaren,Oa,O.K.,Px
B 1310-14,NJA 2014 s. 415,2014-06-03,En EES-medborgare får utvisas endast om det sker av hänsyn till allmän ordning och säkerhet. Detta betyder att utvisning får ske bara om medborgarens personliga beteende utgör ett verkligt och tillräckligt allvarligt hot som påverkar ett av samhällets grundläggande intressen och som går utöver den störning av ordningen i samhället som varje lagöverträdelse innebär.,"Utvisning på grund av brott, EES-medborgare",B,"8,18",åklagaren,Oa,M.W.,
B 186-14,NJA 2015 s. 826,2015-11-20,Samlag med avkomling. Straffvärde och brottslighetens art. Påföljden har bestämts till villkorlig dom och dagsböter. Också fråga rörande tillämpningen av 34 kap. 1 § första stycket brottsbalken när den tidigare påföljden är skyddstillsyn med samhällstjänst.,"Samlag med avkomling, Brottspåföljd, Böter, Straffvärde, Villkorlig dom",B,8,åklagaren,Oa,E.H.,Pm
B 1945-14,NJA 2014 s. 808,2014-12-03,Universitetsstudenter har i en uppsats lämnat uppgifter om en viss persons brottslighet utan att det funnits skälig grund för uppgifterna. Uppgiftslämnandet har bedömts utgöra förtal. Undantagsregeln om social adekvans har inte medfört straffrihet.,"Förtal, Straffrihet, Social adekvans",B,8,T.J. ,Pm,"G.B.J,D.P.","Px,Px"
B 2094-14,NJA 2016 s. 30,2016-02-17,Knivförbudslagen. Medförande av en matlagningskniv i en handväska på allmän plats har i visst fall ansetts befogat och därmed inte brottsligt .,Knivförbudslagen,B,8,åklagaren,Oa,C.S.,Px
B 2225-14,NJA 2015 s. 885,2015-12-10,En enskild näringsidkare som har haft en utlänning utan arbetstillstånd anställd har fått betala en särskild avgift enligt 20 kap. 12 § utlänningslagen. Ett åläggande av även företagsbot har bedömts medföra att den samlade reaktionen skulle bli oproportionerligt sträng. Företagsbot har därför eftergetts.,"Företagsbot, Eftergift, Jämkning, Särskild avgift, Utlänning",B,"8,18",åklagaren,Oa,T.A.,Px
B 224-14,NJA 2015 s. 24,2015-02-05,"Narkotika har förts in till Sverige via post. Fullbordat smugglingsbrott har ansetts föreligga när narkotikan anlänt till tullen, eftersom någon anmälan om införseln inte hade gjorts.","Smuggling, Narkotikasmuggling, Brottspåföljd",B,8,åklagaren,Oa,J.H.,Pm
B 2648-14,NJA 2015 s. 536,2015-06-25,En kurator vid en ungdomsmottagning har haft samtalskontakt med en ung kvinna som sökt hjälp för psykiska problem. Efter en tid har det förekommit sexuella handlingar mellan de båda. Det har ansetts att ett sådant beroendeförhållande som avses i bestämmelsen om sexuellt utnyttjande av person i beroendeställning inte har förelegat.,Sexuellt utnyttjande av person i beroendeställning,B,8,åklagaren,Oa,J.K.,Pm
B 3480-14,NJA 2015 s. 895,2015-12-14,"Grovt rattfylleri. En mycket hög alkoholkoncentration medför att gärningen har ett straffvärde som överstiger fängelse i en månad, även om inga andra försvårande omständigheter föreligger.","Grovt rattfylleri, Påföljd, Straffvärde, Alkoholkoncentration",B,8,åklagaren,Oa,A.G.,Pm
B 3594-14,NJA 2015 s. 166,2015-03-27,Brott mot tystnadsplikten enligt tryckfrihetsförordningen.,"Tystnadsplikt, Beviskrav, Meddelarfrihet, Tryckfrihet",B,"5,8","Justitiekanslern,B.L.","Os,Pw","S.B.,B.O.,E.S.","Pw,Pm,Pm"
B 360-14,NJA 2015 s. 222,2015-04-10,"Om en domstol grundar sitt avgörande endast eller huvudsakligen på uppgifter som en person har lämnat vid förhör utom rätta utan att den tilltalade har haft tillfälle att ställa frågor till denne och inte heller kan anses ha avstått från sin rätt, föreligger det ett rättegångsfel. Fråga om den tilltalade har avstått från denna rätt.","Förhör utom rätta, Rätt till rättvis rättegång, Rättegångsfel",B,"18,8",åklagaren,Oa,T.H.,Px
B 3644-14,NJA 2016 s. 540,2016-06-14,Två personer har i stor omfattning bedrivit olaglig förmedling av bostadslägenheter. Frågor om straffvärde och brottslighetens art vid brott mot 12 kap. 65 a § jordabalken. Även fråga om bestämmande av gemensam påföljd för flera brott när det finns ett påtagligt samband mellan brotten.,"Förmedling av bostadslägenheter, Artbrott, Brottspåföljd, Bokföringsbrott",B,"22,19",åklagaren,Oa,"Z.Z.,J.H.","Px,Px"
B 3645-14,NJA 2015 s. 811,2015-11-19,Underlåtenhet att bokföra olagliga affärshändelser. För frågan om bokföringsbrott förekommit saknar det betydelse om affärshändelserna företagits som en integrerad del i en annars laglig näringsverksamhet liksom om det har bedrivits annan näringsverksamhet.,"Bokföringsbrott, Bokföringsskyldighet, Näringsverksamhet",B,8,åklagaren,Oa,Z.Z.,Px
B 4003-14,NJA 2015 s. 702,2015-11-04,Bevisvärdering i mål om försök till mord (fall från balkong).,"Bevisvärdering, Försök till mord, Brottspåföljd, Gärningsbeskrivning, Ändring av åtal, Åtalsjustering",B,18,åklagaren,Oa,B.B.,Pm
B 4261-14,NJA 2015 s. 1086,2015-12-23,"En mäklare förmedlade försäljning av tillgångarna i en företagsrörelse, däribland en fastighet. Mäklaren var inte registrerad som fastighetsmäklare. Fråga om straffbestämmelsen för underlåten registrering i fastighetsmäklarlagen (2011:666) kan tillämpas.","Fastighetsmäklare, Fastighet, Företagsförmedling, Mäklare",B,8,åklagaren,Oa,J.U.,Px
B 4653-14,NJA 2015 s. 141,2015-03-25,Fråga om en brottmålsdoms betydelse i en senare brottmålsrättegång som rör delvis samma förhållanden som den tidigare brottmålsrättegången.,"Bevisverkan, Bevisning, Rättskraft",B,18,åklagaren,Oa,F.N.,Pm
B 4815-14,NJA 2014 s. 954,2014-12-22,"Förutsättningarna för tilläggsförhör i hovrätten. När det har skett ett byte av offentlig försvarare inför hovrättsprocessen är enbart det förhållandet, att en ny försvarare vill lägga upp försvaret på ett annat sätt, inte tillräckligt för tilläggsförhör.","Tilläggsförhör, Bevisning",B,18,åklagaren,Oa,E.N.,Pm
B 488-14,NJA 2015 s. 417,2015-06-17,"Fråga om kompensation i ett brottmål för kränkning av den enskildes rätt enligt Europakonventionen att inte bli lagförd eller straffad två gånger för samma brott ( ne bis in idem). Om situationen rättas till genom att åtalet avvisas därför att det finns ett slutligt avgörande om samma sak i ett annat straffrättsligt förfarande, har den enskilde inte ansetts ha rätt till ytterligare kompensation. Sker avvisningen i högre rätt och leder den till återförvisning, ska handläggningen ske med särskild skyndsamhet för att vara förenlig med rätten till rättegång inom skälig tid.","Brottspåföljd, Dubbla förfaranden, Kompensation, Långsam handläggning, Näringsförbud, Sen lagföring, Ne bis in idem",B,"5,8",M.P.,Pm,Åklagaren,Oa
B 5187-14,NJA 2015 s. 1008,2015-12-21,Falsk tillvitelse. Straffvärde och brottslighetens art. Även fråga om kränkningsersättningens storlek.,"Falsk tillvitelse, Kränkning, Brottslighetens art, Brottspåföljd",B,8,"åklagaren,J.L.","Oa,Pm",K.N.P.,Pw
B 5205-14,NJA 2016 s. 429,2016-05-30,Arbetsmiljöbrott i samband med undervisning i kommunal grundskola har ansetts inte kunna föranleda företagsbot.,"Företagsbot, Grundskoleverksamhet, Näringsverksamhet",B,8,åklagaren,Oa,"N.-O.H.,M.B.,Uddevalla kommun","Px,Px,Om"
B 5276-14,NJA 2016 s. 641,2016-06-22,Förutsättningar för utvidgat förverkande av sedlar som har påträffats i samband med narkotikainnehav.,"Utvidgat förverkande, Förverkande, Narkotikabrott",B,8,åklagaren,Oa,W.E.,Pm
B 5298-14,NJA 2016 s. 279,2016-04-22,Narkotikasmuggling (svamp innehållande ämnet psilocin ). Gränsdragningen mellan ringa brott och brott av normalgraden.,"Narkotikasmuggling, Brottspåföljd, Svamp,  Psilocin ,  Psilocybin",B,8,åklagaren,Oa,M.B.,Px
B 5336-14,NJA 2016 s. 39,2016-02-24,En person har lämnat falska bud vid försäljning av en bostadsrätt vilket påverkat det pris som köparna har betalat för bostadsrätten. Handlandet har utgjort ett vilseledande som medfört skada och vinning. Förutsättningarna för ansvar för bedrägeri har därmed varit uppfyllda. Även fråga om skadeståndsberäkningen.,"Bedrägeri, Skada, Budgivning, Skadeståndsberäkning",B,8,åklagaren,Oa,"N.K.,E.K.,D.A.,Z.Y.","Px,Px,Px,Px"
B 5605-14,NJA 2016 s. 880,2016-11-04,Angrepp på parkeringsvakt som utfärdar kontrollavgift enligt lagen (1984:318) om kontrollavgift vid olovlig parkering utgör inte förgripelse mot tjänsteman. Även fråga om åtalspreskription efter åtalsjustering.,"Förgripelse mot tjänsteman, Myndighetsutövning, Parkeringsvakt, Åtalsjustering, Åtalspreskription",B,8,åklagaren,Oa,H.T.,Pm
B 5650-14,NJA 2016 s. 891,2016-11-04,"Det åligger allmän domstol att självständigt ta ställning till frågor om skattskyldighet även om saken har prövats inom ramen för en skatteprocess. Vid prövning av åtal för grovt skattebrott har fara för skatteundandragande förelegat, trots att förutsättningarna för eftertaxering inte var uppfyllda avseende de aktuella beloppen.","Skattebrott, Fara för skatteundandragande",B,22,åklagaren,Oa,B.S.,Pm
B 5680-14,NJA 2015 s. 501,2015-06-12,Att få ett barn att utföra en sexuell handling på sig själv har ansetts vara att genomföra en sexuell handling med barnet på det sätt som är straffbart enligt bestämmelsen om sexuellt övergrepp mot barn i 6 kap. 6§ .,"Sexuellt övergrepp mot barn, Legalitetsprincipen",B,8,åklagaren,Oa,J.E.,Px
B 5692-14,NJA 2016 s. 129,2016-03-15,Tillämpningen av bestämmelsen i 6 kap.10 § brottsbalken om sexuellt ofredande.,"Sexuellt ofredande, Subsid i aritet, Konkurrens mellan brott",B,8,åklagaren,Oa,V.D.,Px
B 5744-14,NJA 2015 s. 668,2015-10-22,"Ansvar för våld mot tjänsteman förutsätter våld på person, dvs. misshandel eller betvingande av kroppens rörelsefrihet.","Våld på person, Våld mot tjänsteman",B,8,åklagaren,Oa,P.R.,Px
B 5819-14,NJA 2016 s. 680,2016-06-30,"Artskyddsbrott. En person har åtalats för att han salufört skinn av prärievarg ( canis latrans ) under förespegling att det var exemplar av varg ( canis lupus). Varg är, i motsats till prärievarg, en skyddad art. Utformningen av den i målet tillämpliga delen av straffbestämmelsen om artskyddsbrott i 29 kap. 2 b § miljöbalken, som i aktuellt avseende hänvisar till den s.k. CITES-förordningen, har ansetts strida mot det i legalitetsprincipen ingående kravet på att straffbestämmelser måste vara i tillräcklig grad tydliga. Personen har därför frikänts.","Artskyddsbrott, Legalitetsprincipen",B,11,åklagaren,Oa,J.B.,Pm
